,LATITUDE,LONGITUDE,ROCK TYPE,ROCK NAME,SIO2,NA2O,K2O
249,19.51,-155.5,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,46.09,1.59,0.18
250,19.7408,-155.05,IGNEOUS:VOLCANIC:MAFIC,BASALT,,1.5,0.44
251,19.7408,-155.05,IGNEOUS:VOLCANIC:MAFIC,BASALT,,,
252,19.51,-155.5,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,47.49,1.43,0.19
253,18.8527,-155.92600000000002,IGNEOUS:VOLCANIC:MAFIC,BASALT,51.47,2.59,0.43
254,19.7408,-155.05,IGNEOUS:VOLCANIC:MAFIC,BASALT,,1.54,0.46
255,19.7408,-155.05,IGNEOUS:VOLCANIC:MAFIC,BASALT,,,
256,19.3,-155.5,IGNEOUS:VOLCANIC:MAFIC,BASALT,51.66,1.97,0.44
257,64.0193,-20.6607,IGNEOUS:VOLCANIC:MAFIC,BASALT,47.23,1.92,0.13
258,19.51,-155.5,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,47.31,1.31,0.1
259,19.51,-155.5,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,50.29,1.82,0.23
260,19.3,-155.5,IGNEOUS:VOLCANIC:MAFIC,BASALT,47.68,1.48,0.27
261,64.3486,-20.539,IGNEOUS:VOLCANIC:MAFIC,BASALT,48.13,1.86,0.24
262,19.3,-155.5,IGNEOUS:VOLCANIC:MAFIC,BASALT,51.09,1.99,0.4
263,19.1055,-156.321,IGNEOUS:VOLCANIC:MAFIC,BASALT,51.38,2.19,0.29
264,19.3,-155.5,IGNEOUS:VOLCANIC:MAFIC,BASALT,51.57,2.16,0.37
265,21.498,-159.014,IGNEOUS:VOLCANIC:MAFIC,BASALT,48.02,2.99,0.73
266,21.498,-159.014,IGNEOUS:VOLCANIC:MAFIC,BASALT,47.57,2.72,0.69
267,19.3,-155.5,IGNEOUS:VOLCANIC:MAFIC,BASALT,51.48,2.43,0.37
268,19.3,-155.5,IGNEOUS:VOLCANIC:MAFIC,BASALT,51.54,2.48,0.47
269,21.6346,-159.04,IGNEOUS:VOLCANIC:MAFIC,BASALT,,,
270,21.6346,-159.04,IGNEOUS:VOLCANIC:MAFIC,BASALT,45.15,3.16,2.07
271,19.3553,-155.954,IGNEOUS:VOLCANIC:MAFIC,ALKALI BASALT,46.75,3.59,0.89
272,19.374000000000002,-155.934,IGNEOUS:VOLCANIC:MAFIC,ALKALI BASALT,46.56,3.63,0.87
273,64.0076,-20.649,IGNEOUS:VOLCANIC:MAFIC,BASALT,48.5,2.15,0.16
274,19.51,-155.5,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,48.58,1.8,0.16
275,19.3,-155.5,IGNEOUS:VOLCANIC:MAFIC,BASALT,51.77,2.28,0.41
276,19.51,-155.5,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,46.39,1.67,0.2
277,19.51,-155.5,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,49.6,2.05,0.38
278,18.83,-155.696,IGNEOUS:VOLCANIC:MAFIC,BASALT,50.86,2.95,0.57
279,21.6793,-159.976,IGNEOUS:VOLCANIC:MAFIC,BASALT,,,0.39299999999999996
280,21.6793,-159.976,IGNEOUS:VOLCANIC:MAFIC,BASALT,51.43,2.21,0.42
281,19.51,-155.5,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,47.55,2.0,0.38
282,19.3,-155.5,IGNEOUS:VOLCANIC:MAFIC,BASALT,51.89,2.24,0.43
283,18.8167,-156.056,IGNEOUS:VOLCANIC:MAFIC,PICRITE,48.5,1.57,0.23
284,19.51,-155.5,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,46.7,1.44,0.08
285,18.6563,-155.8,IGNEOUS:VOLCANIC:MAFIC,PICRITE,49.43,1.86,0.36
286,64.0372,-20.7883,IGNEOUS:VOLCANIC:MAFIC,BASALT,47.15,2.01,0.26
287,19.51,-155.5,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,50.09,2.12,0.42
288,19.358,-155.94799999999998,IGNEOUS:VOLCANIC:MAFIC,ALKALI BASALT,46.7,3.68,0.87
289,19.51,-155.5,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,48.23,1.78,0.34
290,19.3,-155.5,IGNEOUS:VOLCANIC:MAFIC,BASALT,51.65,2.1,0.37
291,19.51,-155.5,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,47.61,1.87,0.25
292,18.820999999999998,-155.722,IGNEOUS:VOLCANIC:MAFIC,PICRITE,49.19,1.38,0.24
293,19.3,-155.5,IGNEOUS:VOLCANIC:MAFIC,BASALT,51.52,2.12,0.35
294,18.8228,-155.715,IGNEOUS:VOLCANIC:MAFIC,BASALT,49.28,2.52,0.53
295,19.51,-155.5,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,48.72,1.79,0.26
296,19.51,-155.5,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,47.36,1.58,0.32
297,19.3,-155.5,IGNEOUS:VOLCANIC:MAFIC,BASALT,51.21,2.17,0.37
298,19.7408,-155.05,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,51.58,2.47,0.45
299,19.3,-155.5,IGNEOUS:VOLCANIC:MAFIC,BASALT,49.08,1.81,0.31
300,18.8829,-155.724,IGNEOUS:VOLCANIC:MAFIC,PICRITE,46.69,1.66,0.26
301,19.51,-155.5,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,47.48,1.28,0.14
302,18.8233,-155.724,IGNEOUS:VOLCANIC:MAFIC,PICRITE,49.8,1.99,0.24
303,64.5458,-20.9378,IGNEOUS:VOLCANIC:MAFIC,BASALT,49.74,1.68,0.44
304,64.3742,-20.4747,IGNEOUS:VOLCANIC:MAFIC,BASALT,48.68,1.28,0.24
305,18.942,-155.887,IGNEOUS:VOLCANIC:MAFIC,PICRITE,49.77,1.91,0.26
306,19.1595,-155.968,IGNEOUS:VOLCANIC:MAFIC,BASALT,51.8,2.14,0.42
307,18.8518,-155.638,IGNEOUS:VOLCANIC:MAFIC,BASALT,51.02,2.36,0.37
308,64.7252,-19.7181,IGNEOUS:VOLCANIC:MAFIC,BASALT,49.46,1.63,0.14
309,19.3,-155.5,IGNEOUS:VOLCANIC:MAFIC,BASALT,52.2,2.46,0.47
310,66.0057,-16.4979,IGNEOUS:VOLCANIC:MAFIC,BASALT,,,
311,19.3,-155.5,IGNEOUS:VOLCANIC:MAFIC,BASALT,51.45,2.12,0.35
312,19.3775,-155.938,IGNEOUS:VOLCANIC:MAFIC,ALKALI BASALT,46.91,3.71,0.89
313,18.942,-155.887,IGNEOUS:VOLCANIC:MAFIC,PICRITE,47.94,1.72,0.24
314,19.3,-155.5,IGNEOUS:VOLCANIC:MAFIC,BASALT,51.41,2.06,0.38
315,19.51,-155.5,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,49.41,1.97,0.46
316,18.8783,-155.69,IGNEOUS:VOLCANIC:MAFIC,PICRITE,48.07,1.95,0.26
317,19.3,-155.5,IGNEOUS:VOLCANIC:MAFIC,BASALT,51.43,2.34,0.44
318,18.823,-155.725,IGNEOUS:VOLCANIC:MAFIC,BASALT,50.65,1.97,0.3
319,19.7408,-155.05,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,48.38,1.96,0.17
320,19.3,-155.5,IGNEOUS:VOLCANIC:MAFIC,BASALT,51.12,2.18,0.36
321,19.7408,-155.05,IGNEOUS:VOLCANIC:MAFIC,BASALT,,,
322,19.51,-155.5,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,51.1,1.96,0.26
323,19.3,-155.5,IGNEOUS:VOLCANIC:MAFIC,BASALT,51.36,2.7,0.43
324,19.3,-155.5,IGNEOUS:VOLCANIC:MAFIC,BASALT,51.56,1.75,0.41
325,18.8519,-155.632,IGNEOUS:VOLCANIC:MAFIC,PICRITE,47.85,1.81,0.25
326,19.51,-155.5,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,46.83,1.84,0.17
327,19.51,-155.5,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,46.9,1.38,0.21
328,19.3,-155.5,IGNEOUS:VOLCANIC:MAFIC,BASALT,51.17,2.12,0.43
329,19.3,-155.5,IGNEOUS:VOLCANIC:MAFIC,BASALT,51.64,2.2,0.37
330,19.3,-155.5,IGNEOUS:VOLCANIC:MAFIC,BASALT,51.67,2.23,0.4
331,18.7729,-155.715,IGNEOUS:VOLCANIC:MAFIC,BASALT,50.78,2.28,0.33
332,18.823,-155.725,IGNEOUS:VOLCANIC:MAFIC,BASALT,51.07,1.91,0.34
333,19.51,-155.5,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,47.21,1.56,0.38
334,18.775,-155.715,IGNEOUS:VOLCANIC:MAFIC,BASALT,50.54,2.38,0.48
335,19.51,-155.5,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,47.85,1.14,0.12
336,18.8069,-155.85,IGNEOUS:VOLCANIC:MAFIC,BASALT,50.14,2.03,0.33
337,64.2824,-20.8691,IGNEOUS:VOLCANIC:MAFIC,BASALT,48.41,1.99,0.23
338,21.7219,-158.987,IGNEOUS:VOLCANIC:MAFIC,BASALT,52.17,2.4,0.45
339,21.7219,-158.987,IGNEOUS:VOLCANIC:MAFIC,BASALT,,,
340,21.7219,-158.987,IGNEOUS:VOLCANIC:MAFIC,BASALT,50.3,2.04,0.39
341,19.3,-155.5,IGNEOUS:VOLCANIC:MAFIC,BASALT,49.89,3.36,0.33
342,19.3,-155.5,IGNEOUS:VOLCANIC:MAFIC,BASALT,50.61,2.0,0.28
343,22.0358,-158.91899999999998,IGNEOUS:VOLCANIC:MAFIC,BASALT,51.84,2.22,0.5
344,18.6873,-155.737,IGNEOUS:VOLCANIC:MAFIC,PICRITE,49.99,1.55,0.28
345,19.51,-155.5,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,50.61,2.09,0.27
346,64.2617,-21.107,IGNEOUS:VOLCANIC:MAFIC,BASALT,48.03,1.91,0.09
347,19.0865,-156.145,IGNEOUS:VOLCANIC:MAFIC,BASALT,50.61,2.09,0.3
348,64.4815,-20.4269,IGNEOUS:VOLCANIC:MAFIC,BASALT,48.57,1.42,0.13
349,18.7572,-155.792,IGNEOUS:VOLCANIC:MAFIC,PICRITE,49.11,1.66,0.29
350,19.3738,-155.936,IGNEOUS:VOLCANIC:MAFIC,ALKALI BASALT,46.54,3.86,0.85
351,19.51,-155.5,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,46.09,1.4,0.17
352,19.3,-155.5,IGNEOUS:VOLCANIC:MAFIC,BASALT,51.6,2.22,0.33
353,19.3,-155.5,IGNEOUS:VOLCANIC:MAFIC,BASALT,47.87,1.72,0.27
354,19.51,-155.5,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,47.65,1.55,0.23
355,19.3,-155.5,IGNEOUS:VOLCANIC:MAFIC,BASALT,50.41,2.1,0.37
356,21.7412,-159.012,IGNEOUS:VOLCANIC:MAFIC,BASALT,55.97,2.52,0.23
357,21.7412,-159.012,IGNEOUS:VOLCANIC:MAFIC,BASALT,,,
358,21.7412,-159.012,IGNEOUS:VOLCANIC:MAFIC,BASALT,52.26,2.06,0.22
359,64.2964,-20.9958,IGNEOUS:VOLCANIC:MAFIC,BASALT,47.58,1.66,0.09
360,18.8232,-155.711,IGNEOUS:VOLCANIC:MAFIC,BASALT,51.55,2.25,0.37
361,19.465,-155.985,IGNEOUS:VOLCANIC:MAFIC,BASALT,51.88,2.02,0.36
362,64.4855,-20.7345,IGNEOUS:VOLCANIC:MAFIC,BASALT,49.0,2.04,0.18
363,19.3,-155.5,IGNEOUS:VOLCANIC:MAFIC,BASALT,51.7,1.61,0.44
364,64.7193,-19.7128,IGNEOUS:VOLCANIC:MAFIC,BASALT,49.13,1.29,0.11
365,19.3,-155.5,IGNEOUS:VOLCANIC:MAFIC,BASALT,51.64,2.09,0.39
366,64.797,-19.4688,IGNEOUS:VOLCANIC:MAFIC,BASALT,50.3,2.3,0.39
367,19.3572,-155.951,IGNEOUS:VOLCANIC:MAFIC,ALKALI BASALT,46.57,3.7,0.89
368,19.4192,-155.986,IGNEOUS:VOLCANIC:MAFIC,PICRITE,48.8,1.17,0.27
369,19.4183,-155.988,IGNEOUS:VOLCANIC:MAFIC,BASALT,51.71,2.42,0.38
370,19.3861,-156.017,IGNEOUS:VOLCANIC:MAFIC,PICRITE,48.47,1.61,0.28
371,18.6315,-155.774,IGNEOUS:VOLCANIC:MAFIC,PICRITE,49.23,1.71,0.28
372,18.6697,-155.74200000000002,IGNEOUS:VOLCANIC:MAFIC,BASALT,50.5,1.63,0.27
373,19.0333,-155.97799999999998,IGNEOUS:VOLCANIC:MAFIC,BASALT,51.32,1.93,0.45
374,19.51,-155.5,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,46.68,1.33,0.16
375,19.3,-155.5,IGNEOUS:VOLCANIC:MAFIC,BASALT,51.52,2.42,0.41
376,22.2668,-158.967,IGNEOUS:VOLCANIC:MAFIC,BASALT,52.64,2.73,0.63
377,22.2668,-158.967,IGNEOUS:VOLCANIC:MAFIC,BASALT,,,
378,22.2668,-158.967,IGNEOUS:VOLCANIC:MAFIC,BASALT,51.4,2.2,0.57
379,19.2028,-156.078,IGNEOUS:VOLCANIC:MAFIC,BASALT,50.99,2.17,0.31
380,18.6192,-155.775,IGNEOUS:VOLCANIC:MAFIC,BASALT,50.31,2.03,0.4
381,19.51,-155.5,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,45.01,0.75,0.13
382,18.62,-155.775,IGNEOUS:VOLCANIC:MAFIC,PICRITE,50.07,1.78,0.41
383,19.3,-155.5,IGNEOUS:VOLCANIC:MAFIC,BASALT,51.81,2.25,0.43
384,19.51,-155.5,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,47.31,1.96,0.55
385,19.51,-155.5,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,49.91,1.98,0.13
386,19.3516,-155.965,IGNEOUS:VOLCANIC:MAFIC,BASALT,51.01,2.19,0.38
387,19.4183,-155.988,IGNEOUS:VOLCANIC:MAFIC,BASALT,51.51,2.26,0.38
388,19.4537,-155.958,IGNEOUS:VOLCANIC:MAFIC,BASALT,47.43,3.01,0.6
389,19.51,-155.5,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,47.04,1.51,0.29
390,19.51,-155.5,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,47.58,1.09,0.09
391,64.0083,-21.3303,IGNEOUS:VOLCANIC:MAFIC,BASALT,48.85,1.37,0.05
392,19.3,-155.5,IGNEOUS:VOLCANIC:MAFIC,BASALT,50.51,2.03,0.31
393,18.8517,-155.683,IGNEOUS:VOLCANIC:MAFIC,PICRITE,49.76,2.26,0.3
394,19.51,-155.5,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,50.26,2.4,0.3
395,19.3,-155.5,IGNEOUS:VOLCANIC:MAFIC,BASALT,51.47,2.61,0.42
396,18.7572,-155.792,IGNEOUS:VOLCANIC:MAFIC,PICRITE,49.57,1.6,0.29
397,19.3,-155.5,IGNEOUS:VOLCANIC:MAFIC,BASALT,51.75,2.33,0.38
398,19.7408,-155.05,IGNEOUS:VOLCANIC:MAFIC,BASALT,,1.66,0.4
399,19.7408,-155.05,IGNEOUS:VOLCANIC:MAFIC,BASALT,,,
400,18.983,-155.917,IGNEOUS:VOLCANIC:MAFIC,BASALT,50.51,2.1,0.34
401,19.51,-155.5,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,46.69,1.63,0.25
402,19.3,-155.5,IGNEOUS:VOLCANIC:MAFIC,BASALT,51.76,2.0,0.38
403,19.51,-155.5,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,49.0,1.62,0.15
404,19.51,-155.5,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,45.43,1.17,0.09
405,18.6972,-155.77100000000002,IGNEOUS:VOLCANIC:MAFIC,PICRITE,47.9,1.61,0.24
406,18.8308,-155.694,IGNEOUS:VOLCANIC:MAFIC,BASALT,50.19,2.56,0.52
407,19.51,-155.5,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,50.37,2.35,0.37
408,19.0865,-156.145,IGNEOUS:VOLCANIC:MAFIC,PICRITE,46.73,1.21,0.16
409,64.0184,-20.6699,IGNEOUS:VOLCANIC:MAFIC,BASALT,48.8,1.97,0.13
410,19.36,-155.945,IGNEOUS:VOLCANIC:MAFIC,ALKALI BASALT,46.69,3.68,0.89
411,18.6897,-155.67,IGNEOUS:VOLCANIC:MAFIC,BASALT,50.77,1.73,0.32
412,18.7167,-155.841,IGNEOUS:VOLCANIC:MAFIC,BASALT,51.81,2.17,0.28
413,19.4342,-155.974,IGNEOUS:VOLCANIC:MAFIC,BASALT,51.36,2.16,0.33
414,19.3,-155.5,IGNEOUS:VOLCANIC:MAFIC,BASALT,51.75,2.31,0.42
415,19.7408,-155.05,IGNEOUS:VOLCANIC:MAFIC,BASALT,,1.53,0.33
416,19.7408,-155.05,IGNEOUS:VOLCANIC:MAFIC,BASALT,,,
417,19.51,-155.5,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,48.64,1.31,0.18
418,19.3,-155.5,IGNEOUS:VOLCANIC:MAFIC,BASALT,48.17,1.27,0.23
419,18.6725,-155.743,IGNEOUS:VOLCANIC:MAFIC,PICRITE,47.95,1.42,0.22
420,64.0372,-20.7883,IGNEOUS:VOLCANIC:MAFIC,BASALT,47.03,2.01,0.31
421,63.9803,-20.7148,IGNEOUS:VOLCANIC:MAFIC,BASALT,48.9,2.11,0.17
422,19.51,-155.5,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,47.27,1.82,0.08
423,19.3,-155.5,IGNEOUS:VOLCANIC:MAFIC,BASALT,51.7,2.28,0.48
424,19.3,-155.5,IGNEOUS:VOLCANIC:MAFIC,BASALT,51.73,2.17,0.38
425,19.51,-155.5,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,47.14,1.45,0.24
426,19.51,-155.5,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,47.78,1.93,0.31
427,19.3,-155.5,IGNEOUS:VOLCANIC:MAFIC,BASALT,51.43,2.39,0.38
428,19.4182,-155.991,IGNEOUS:VOLCANIC:MAFIC,BASALT,51.61,2.35,0.38
429,18.8333,-155.733,IGNEOUS:VOLCANIC:MAFIC,PICRITE,49.61,1.94,0.28
430,19.3,-155.5,IGNEOUS:VOLCANIC:MAFIC,BASALT,50.37,1.91,0.37
431,19.3,-155.5,IGNEOUS:VOLCANIC:MAFIC,BASALT,50.62,2.57,0.34
432,19.51,-155.5,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,47.38,1.72,0.36
433,19.51,-155.5,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,48.97,1.61,0.25
434,19.51,-155.5,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,49.62,1.91,0.31
435,64.4815,-20.4269,IGNEOUS:VOLCANIC:MAFIC,BASALT,48.18,1.88,0.17
436,18.6747,-155.684,IGNEOUS:VOLCANIC:MAFIC,PICRITE,45.77,1.0,0.18
437,64.5373,-20.3327,IGNEOUS:VOLCANIC:MAFIC,BASALT,48.61,1.35,0.08
438,19.51,-155.5,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,45.25,1.14,0.09
439,22.0185,-158.905,IGNEOUS:VOLCANIC:MAFIC,BASALT,,,
440,22.0185,-158.905,IGNEOUS:VOLCANIC:MAFIC,BASALT,50.41,2.29,0.49
441,19.3,-155.5,IGNEOUS:VOLCANIC:MAFIC,BASALT,51.36,2.07,0.39
442,19.7408,-155.05,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,48.17,1.85,0.2
443,19.51,-155.5,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,47.52,1.34,0.15
444,19.51,-155.5,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,46.54,2.3,0.25
445,21.6443,-159.043,IGNEOUS:VOLCANIC:MAFIC,BASALT,,,
446,21.6443,-159.043,IGNEOUS:VOLCANIC:MAFIC,BASALT,49.17,2.27,0.48
447,19.1592,-155.967,IGNEOUS:VOLCANIC:MAFIC,BASALT,51.49,2.43,0.42
448,19.51,-155.5,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,50.66,1.86,0.2
449,19.3,-155.5,IGNEOUS:VOLCANIC:MAFIC,BASALT,50.91,2.21,0.4
450,19.3,-155.5,IGNEOUS:VOLCANIC:MAFIC,BASALT,51.34,2.12,0.44
451,19.3,-155.5,IGNEOUS:VOLCANIC:MAFIC,BASALT,51.89,2.01,0.43
452,19.51,-155.5,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,49.32,2.01,0.29
453,19.374000000000002,-155.934,IGNEOUS:VOLCANIC:MAFIC,ALKALI BASALT,46.35,3.86,0.88
454,64.0186,-21.2802,IGNEOUS:VOLCANIC:MAFIC,BASALT,48.66,1.94,0.16
455,19.51,-155.5,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,50.03,2.13,0.38
456,19.51,-155.5,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,46.38,1.7,0.26
457,19.374000000000002,-155.936,IGNEOUS:VOLCANIC:MAFIC,ALKALI BASALT,46.5,3.79,0.84
458,19.51,-155.5,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,47.3,1.72,0.35
459,18.9105,-155.99,IGNEOUS:VOLCANIC:MAFIC,BASALT,51.04,2.34,0.36
460,18.823,-155.717,IGNEOUS:VOLCANIC:MAFIC,PICRITE,48.12,1.39,0.28
461,19.4665,-155.987,IGNEOUS:VOLCANIC:MAFIC,BASALT,51.76,1.94,0.36
462,63.912,-21.4702,IGNEOUS:VOLCANIC:MAFIC,BASALT,49.33,1.36,0.01
463,19.3,-155.5,IGNEOUS:VOLCANIC:MAFIC,BASALT,50.56,2.04,0.39
464,19.3,-155.5,IGNEOUS:VOLCANIC:MAFIC,BASALT,52.31,2.32,0.46
465,18.62,-155.775,IGNEOUS:VOLCANIC:MAFIC,PICRITE,49.63,1.8,0.32
466,18.7572,-155.792,IGNEOUS:VOLCANIC:MAFIC,PICRITE,47.55,1.24,0.2
467,19.3,-155.5,IGNEOUS:VOLCANIC:MAFIC,BASALT,51.76,2.33,0.39
468,19.3,-155.5,IGNEOUS:VOLCANIC:MAFIC,BASALT,51.54,1.98,0.34
469,21.7568,-159.006,IGNEOUS:VOLCANIC:MAFIC,BASALT,49.63,2.54,0.97
470,19.51,-155.5,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,49.43,1.9,0.3
471,19.51,-155.5,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,50.05,2.28,0.52
472,19.51,-155.5,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,45.79,2.21,0.78
473,19.51,-155.5,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,47.36,1.67,0.25
474,19.51,-155.5,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,47.79,1.92,0.18
475,18.66,-155.737,IGNEOUS:VOLCANIC:MAFIC,BASALT,50.31,1.92,0.28
476,18.8227,-155.72,IGNEOUS:VOLCANIC:MAFIC,PICRITE,48.78,1.6,0.27
477,19.3,-155.5,IGNEOUS:VOLCANIC:MAFIC,BASALT,49.99,1.89,0.3
478,19.3,-155.5,IGNEOUS:VOLCANIC:MAFIC,BASALT,50.47,2.08,0.38
479,19.51,-155.5,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,46.99,1.79,0.28
480,19.1055,-156.321,IGNEOUS:VOLCANIC:MAFIC,BASALT,50.82,2.11,0.33
481,18.8517,-155.67,IGNEOUS:VOLCANIC:MAFIC,PICRITE,49.34,2.14,0.26
482,19.51,-155.5,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,46.69,1.42,0.3
483,19.51,-155.5,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,48.01,1.88,0.34
484,19.3,-155.5,IGNEOUS:VOLCANIC:MAFIC,BASALT,49.68,1.86,0.36
485,63.995,-20.6522,IGNEOUS:VOLCANIC:MAFIC,BASALT,48.28,1.66,0.12
486,19.3,-155.5,IGNEOUS:VOLCANIC:MAFIC,BASALT,51.58,2.29,0.39
487,18.8305,-155.695,IGNEOUS:VOLCANIC:MAFIC,BASALT,50.14,2.72,0.52
488,64.3891,-21.2219,IGNEOUS:VOLCANIC:MAFIC,BASALT,48.45,1.52,0.24
489,19.7408,-155.05,IGNEOUS:VOLCANIC:MAFIC,BASALT,,,
490,19.3,-155.5,IGNEOUS:VOLCANIC:MAFIC,BASALT,51.65,2.03,0.37
491,18.942,-155.887,IGNEOUS:VOLCANIC:MAFIC,BASALT,51.6,2.37,0.35
492,19.51,-155.5,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,47.57,1.83,0.12
493,19.3,-155.5,IGNEOUS:VOLCANIC:MAFIC,BASALT,50.86,2.14,0.37
494,19.3,-155.5,IGNEOUS:VOLCANIC:MAFIC,BASALT,46.95,1.48,0.25
495,19.51,-155.5,IGNEOUS:VOLCANIC:MAFIC,THOLEIITE,49.95,2.54,0.35
496,19.3,-155.5,IGNEOUS:VOLCANIC:MAFIC,BASALT,51.84,2.4,0.35
497,19.4623,-155.958,IGNEOUS:VOLCANIC:MAFIC,BASALT,52.06,2.16,0.36
498,19.3,-155.5,IGNEOUS:VOLCANIC:MAFIC,BASALT,51.54,2.17,0.35
